impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,location_for_map,Memo
K17-096694,A520182,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1672263,LOST,Myka,Dog,,Female,Border Collie,Unknown,02/03/2017 12:00:00 AM,Date Lost,"21ST AND UNION STREET,",,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1672263,Image Copyright HLP Inc. 2017,"21ST AND UNION STREET,
",
K17-096393,A519015,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1664373,In Public Home,,Dog,,Male,Shiba Inu,White,01/20/2017 12:00:00 AM,Date Found,MARKET STREET,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1664373,Image Copyright HLP Inc. 2017,"MARKET STREET
",
K17-096927,A520746,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1677350,LOST,Gibson,Cat,,Male,Domestic Shorthair,Unknown,02/18/2017 12:00:00 AM,Date Lost,7300 NE 140TH PL,KIRKLAND,WA,98034,KIRKLAND,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1677350,Image Copyright HLP Inc. 2017,"7300 NE 140TH PL
KIRKLAND, WA 98034
",
K17-096303,A518718,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1662805,In Public Home,,Dog,,Female,German Shepherd,Black / Brown,01/15/2017 12:00:00 AM,Date Found,800 N 49TH ST,SEATTLE,WA,98103,SEATTLE,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1662805,Image Copyright HLP Inc. 2017,"800 N 49TH ST
SEATTLE, WA 98103
",
K17-096795,A520488,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1674367,LOST,Cafe,Dog,,Male,Chihuahua - Smooth Coated,Unknown,02/12/2017 12:00:00 AM,Date Lost,SE 238TH ST EAST HILL KENT,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1674367,Image Copyright HLP Inc. 2017,"SE 238TH ST EAST HILL KENT
",
K17-096410,A519035,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1664904,LOST,Agnes,Dog,,Female,Great Dane,Unknown,01/21/2017 12:00:00 AM,Date Lost,5300 397TH AVE SE,SNOQUALMIE,WA,98065,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1664904,Image Copyright HLP Inc. 2017,"5300 397TH AVE SE
SNOQUALMIE, WA 98065
",
K17-096604,A519708,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1668960,LOST,Sophie,Cat,,Female,Siamese,Unknown,01/27/2017 12:00:00 AM,Date Lost,22600 111TH CT SE,KENT,WA,98031,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1668960,Image Copyright HLP Inc. 2017,"22600 111TH CT SE
KENT, WA 98031
",
K17-096997,A521197,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1679264,In Public Home,,Dog,,Female,Australian Shepherd,Black / White,02/23/2017 12:00:00 AM,Date Found,PALMER/KANASKET/KANGLEY,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1679264,Image Copyright HLP Inc. 2017,"PALMER/KANASKET/KANGLEY
",
K17-096373,A518906,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1663998,LOST,Indy,Dog,,Male,Australian Shepherd,Unknown,01/19/2017 12:00:00 AM,Date Lost,10100 NE 137TH PL,KIRKLAND,WA,98034,KIRKLAND,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1663998,Image Copyright HLP Inc. 2017,"10100 NE 137TH PL
KIRKLAND, WA 98034
",
K17-097012,A521214,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1679361,LOST,Roger,Cat,,Male,Persian,Unknown,02/23/2017 12:00:00 AM,Date Lost,H102,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1679361,Image Copyright HLP Inc. 2017,"H102
",
K17-096926,A520745,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1677325,In Public Home,,Dog,,,Labrador Retriever,Unknown,02/20/2017 12:00:00 AM,Date Found,4600 S 188TH ST,SEATAC,WA,98188,SEATAC,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1677325,Image Copyright HLP Inc. 2017,"4600 S 188TH ST
SEATAC, WA 98188
",
K17-096884,A520704,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1676272,LOST,Athena,Cat,,Female,Domestic Shorthair,Unknown,02/16/2017 12:00:00 AM,Date Lost,22900 106TH PL SE,KENT,WA,98031,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1676272,Image Copyright HLP Inc. 2017,"22900 106TH PL SE
KENT, WA 98031
",
K17-096295,A518579,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1662055,LOST,Cleo,Dog,,Female,Maltese,Unknown,01/15/2017 12:00:00 AM,Date Lost,13000 NE 132ND PL,KIRKLAND,WA,98034,KIRKLAND,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1662055,Image Copyright HLP Inc. 2017,"13000 NE 132ND PL
KIRKLAND, WA 98034
",
K17-096856,A520670,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1675480,In Public Home,,Dog,,Female,Bulldog,Black,02/16/2017 12:00:00 AM,Date Found,5100 S 350TH,MIL,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1675480,Image Copyright HLP Inc. 2017,"5100 S 350TH
MIL
",
K17-097023,A521226,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1679728,LOST,Boop,Cat,,Female,Tiffany,Unknown,02/11/2017 12:00:00 AM,Date Lost,1000 NE 195TH ST,SHORELINE,WA,98155,SHORELINE,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1679728,Image Copyright HLP Inc. 2017,"1000 NE 195TH ST
SHORELINE, WA 98155
",
K17-097024,A521227,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1679790,In Public Home,,Cat,,Male,Domestic Mediumhair,Black / White,02/25/2017 12:00:00 AM,Date Found,7300 127TH PL SE,NEWCASTLE,WA,98056,NEWCASTLE,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1679790,Image Copyright HLP Inc. 2017,"7300 127TH PL SE
NEWCASTLE, WA 98056
",
K17-096685,A520150,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1672055,LOST,Mercedes,Dog,,Female,German Shepherd,Unknown,02/07/2017 12:00:00 AM,Date Lost,13600 NE 20TH STREET,SU,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1672055,Image Copyright HLP Inc. 2017,"13600 NE 20TH STREET
SU
",
K17-096674,A520094,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1671602,In Public Home,,Dog,,Male,Chow Chow,Black / Brown,02/06/2017 12:00:00 AM,Date Found,,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1671602,Image Copyright HLP Inc. 2017,,
K17-096625,A519859,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1669614,LOST,Dakota,Dog,,Female,German Shepherd,Unknown,02/02/2017 12:00:00 AM,Date Lost,ISSAQUAH-HOBART RD,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1669614,Image Copyright HLP Inc. 2017,"ISSAQUAH-HOBART RD
",
K17-096683,A520131,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1671968,LOST,Whiskers,Cat,,Male,Domestic Shorthair,Unknown,02/05/2017 12:00:00 AM,Date Lost,30200 4TH PL SW,FEDERAL WAY,WA,98023,FEDERAL WAY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1671968,Image Copyright HLP Inc. 2017,"30200 4TH PL SW
FEDERAL WAY, WA 98023
",
K17-096614,A519755,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1669317,LOST,Layla,Cat,,Female,Domestic Shorthair,Unknown,01/30/2017 12:00:00 AM,Date Lost,11200 SE 320TH PL,AUBURN,WA,98092,AUBURN,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1669317,Image Copyright HLP Inc. 2017,"11200 SE 320TH PL
AUBURN, WA 98092
",
K17-096616,A519758,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1669325,In Public Home,,Dog,,,Beagle,Unknown,02/01/2017 12:00:00 AM,Date Found,,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1669325,Image Copyright HLP Inc. 2017,,
K17-096656,A519955,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1670514,In Public Home,,Dog,,Male,Labrador Retriever,Black,02/04/2017 12:00:00 AM,Date Found,252ND PL AND 120 AVE,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1670514,Image Copyright HLP Inc. 2017,"252ND PL AND 120 AVE
",
K17-096928,A520747,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1677384,LOST,Black,Dog,,Male,Yorkshire Terrier,Unknown,02/18/2017 12:00:00 AM,Date Lost,31500 1ST AVE S,FEDERAL WAY,WA,98003,FEDERAL WAY,47.319043,-122.334243,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1677384,Image Copyright HLP Inc. 2017,"31500 1ST AVE S
FEDERAL WAY, WA 98003
(47.319043, -122.334243)",
K17-096626,A519875,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1669638,LOST,Dakota,Dog,,Female,German Shepherd,Unknown,02/02/2017 12:00:00 AM,Date Lost,ISSAQUAH-HOBART RD,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1669638,Image Copyright HLP Inc. 2017,"ISSAQUAH-HOBART RD
",
K17-096627,A519920,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1669889,LOST,Moomin,Cat,,Female,Norwegian Forest Cat,Unknown,02/03/2017 12:00:00 AM,Date Lost,12700 181ST AVE NE,REDMOND,WA,98052,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1669889,Image Copyright HLP Inc. 2017,"12700 181ST AVE NE
REDMOND, WA 98052
",
K17-096304,A518722,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1662806,LOST,Meera,Cat,,Female,Domestic Shorthair,Unknown,01/14/2017 12:00:00 AM,Date Lost,21600 SE 257TH PL,MAPLE VALLEY,WA,98038,MAPLE VALLEY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1662806,Image Copyright HLP Inc. 2017,"21600 SE 257TH PL
MAPLE VALLEY, WA 98038
",
K17-096647,A519947,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1670135,LOST,Cooper,Dog,,Male,Pomeranian,Unknown,02/03/2017 12:00:00 AM,Date Lost,80TH,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1670135,Image Copyright HLP Inc. 2017,"80TH
",
K17-096875,A520696,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1675974,LOST,Oliver,Cat,,Male,Siamese,Unknown,02/16/2017 12:00:00 AM,Date Lost,2400 124TH PL NE,BELLEVUE,WA,98005,BELLEVUE,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1675974,Image Copyright HLP Inc. 2017,"2400 124TH PL NE
BELLEVUE, WA 98005
",
K17-096876,A520697,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1675975,LOST,Oliver,Cat,,Male,Siamese,Unknown,02/16/2017 12:00:00 AM,Date Lost,2400 124TH PL NE,BELLEVUE,WA,98005,BELLEVUE,47.631929,-122.174794,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1675975,Image Copyright HLP Inc. 2017,"2400 124TH PL NE
BELLEVUE, WA 98005
(47.631929, -122.174794)",
K17-096883,A520703,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1676215,LOST,Boss,Dog,,Male,Beagle,Unknown,02/17/2017 12:00:00 AM,Date Lost,NE 100 AND NE 1ST,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1676215,Image Copyright HLP Inc. 2017,"NE 100 AND NE 1ST
",
K17-096909,A520725,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1676632,LOST,Kitty Boo,Cat,,Female,Domestic Shorthair,Unknown,02/17/2017 12:00:00 AM,Date Lost,9600 NE 122ND PL,KIRKLAND,WA,98034,KIRKLAND,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1676632,Image Copyright HLP Inc. 2017,"9600 NE 122ND PL
KIRKLAND, WA 98034
",
K17-096605,A519709,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1668966,In Public Home,,Dog,,Male,Alaskan Husky,White,01/31/2017 12:00:00 AM,Date Found,,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1668966,Image Copyright HLP Inc. 2017,,
K17-096292,A518575,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1661939,LOST,Nomi,Cat,,Female,Domestic Longhair,Unknown,01/14/2017 12:00:00 AM,Date Lost,135TH ST S,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1661939,Image Copyright HLP Inc. 2017,"135TH ST S
",
K17-096412,A519038,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1664967,In Public Home,,Cat,,Female,Domestic Longhair,Unknown,01/19/2017 12:00:00 AM,Date Found,4400 S 275TH PL,AUBURN,WA,98001,KING COUNTY,47.354451,-122.277871,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1664967,Image Copyright HLP Inc. 2017,"4400 S 275TH PL
AUBURN, WA 98001
(47.354451, -122.277871)",
K17-096294,A518578,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1662053,LOST,Cleo,Dog,,Female,Maltese,Unknown,01/15/2017 12:00:00 AM,Date Lost,13000 NE 132ND PL,KIRKLAND,WA,98034,KIRKLAND,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1662053,Image Copyright HLP Inc. 2017,"13000 NE 132ND PL
KIRKLAND, WA 98034
",
K17-096978,A521155,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1678835,LOST,Duder,Mammal,,Male,Mammal,Unknown,02/21/2017 12:00:00 AM,Date Lost,4538 40TY AVE SW,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1678835,Image Copyright HLP Inc. 2017,"4538 40TY AVE SW
",
K17-096312,A518748,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1662937,LOST,Lucy &tucker,Dog,,Female,Cavalier King Charles Spaniel,Unknown,01/17/2017 12:00:00 AM,Date Lost,26400 170TH AVE SE,COVINGTON,WA,98042,COVINGTON,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1662937,Image Copyright HLP Inc. 2017,"26400 170TH AVE SE
COVINGTON, WA 98042
",
K17-096462,A519245,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1665952,LOST,Arlo,Dog,,Male,German Shepherd,Unknown,01/19/2017 12:00:00 AM,Date Lost,00 2ND AVE S,ALGONA,WA,98001,ALGONA,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1665952,Image Copyright HLP Inc. 2017,"00 2ND AVE S
ALGONA, WA 98001
",
K17-096485,A519352,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1666313,LOST,Bogey,Dog,,Male,Australian Shepherd,Unknown,01/25/2017 12:00:00 AM,Date Lost,29600 SE 82ND ST,ISSAQUAH,WA,98027,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1666313,Image Copyright HLP Inc. 2017,"29600 SE 82ND ST
ISSAQUAH, WA 98027
",
K17-096483,A519337,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1666255,In Public Home,,Dog,,Female,Cairn Terrier,Brown,01/23/2017 12:00:00 AM,Date Found,24900 SE 369TH PL,ENUMCLAW,WA,98022,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1666255,Image Copyright HLP Inc. 2017,"24900 SE 369TH PL
ENUMCLAW, WA 98022
",
K17-096552,A519514,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1667594,In Public Home,,Cat,,,British Shorthair,White,01/27/2017 12:00:00 AM,Date Found,300 E HYAK DR,SNOQUALMIE PASS,WA,98068,KITTITAS COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1667594,Image Copyright HLP Inc. 2017,"300 E HYAK DR
SNOQUALMIE PASS, WA 98068
",
K17-096561,A519528,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1667944,In Public Home,,Dog,,Female,Pit Bull,Brown / White,01/28/2017 12:00:00 AM,Date Found,16000 34TH AVE S,SEATAC,WA,98188,SEATAC,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1667944,Image Copyright HLP Inc. 2017,"16000 34TH AVE S
SEATAC, WA 98188
",
K17-096551,A519513,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1667582,LOST,Buddy,Cat,,Male,Siamese,Unknown,01/26/2017 12:00:00 AM,Date Lost,1300 164TH PL NE,BELLEVUE,WA,98008,BELLEVUE,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1667582,Image Copyright HLP Inc. 2017,"1300 164TH PL NE
BELLEVUE, WA 98008
",
K17-096502,A519394,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1666571,LOST,Denali,Dog,,Female,Briard,Unknown,01/22/2017 12:00:00 AM,Date Lost,10000 11TH AVE SW,SEATTLE,WA,98146,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1666571,Image Copyright HLP Inc. 2017,"10000 11TH AVE SW
SEATTLE, WA 98146
",
K17-096480,A519309,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1666201,LOST,Otis,Dog,,Male,Cairn Terrier,Unknown,01/23/2017 12:00:00 AM,Date Lost,APT 106,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1666201,Image Copyright HLP Inc. 2017,"APT 106
",
K17-096473,A519276,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1666070,In Public Home,,Dog,,Male,Maltese,White,01/24/2017 12:00:00 AM,Date Found,4200 95TH AVE NE,YARROW POINT,WA,98004,YARROW POINT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1666070,Image Copyright HLP Inc. 2017,"4200 95TH AVE NE
YARROW POINT, WA 98004
",
K17-096519,A519457,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1667124,LOST,Latte,Dog,,Female,Standard Poodle,Unknown,01/22/2017 12:00:00 AM,Date Lost,35100 27TH AVE S,FEDERAL WAY,WA,98003,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1667124,Image Copyright HLP Inc. 2017,"35100 27TH AVE S
FEDERAL WAY, WA 98003
",
K17-096563,A519606,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1668225,In Public Home,,Dog,,Female,Yorkshire Terrier,White / Unknown,01/23/2017 12:00:00 AM,Date Found,1200 PORTER ST,ENUMCLAW,WA,98022,ENUMCLAW,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1668225,Image Copyright HLP Inc. 2017,"1200 PORTER ST
ENUMCLAW, WA 98022
",
K17-096512,A519441,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1666803,LOST,Alexa,Dog,,Female,American Pit Bull Terrier,Unknown,01/23/2017 12:00:00 AM,Date Lost,11800 SE 221ST ST,KENT,WA,98031,KENT,47.404118,-122.183801,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1666803,Image Copyright HLP Inc. 2017,"11800 SE 221ST ST
KENT, WA 98031
(47.404118, -122.183801)",
K17-096507,A519435,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1666760,LOST,Toby,Cat,,Male,American Shorthair,Unknown,01/22/2017 12:00:00 AM,Date Lost,S KENNY ST,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1666760,Image Copyright HLP Inc. 2017,"S KENNY ST
",
K17-096501,A519393,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1666564,LOST,Arthur,Dog,,Male,Wire Fox Terrier,Unknown,01/25/2017 12:00:00 AM,Date Lost,6200 113TH PL SE,BELLEVUE,WA,98006,BELLEVUE,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1666564,Image Copyright HLP Inc. 2017,"6200 113TH PL SE
BELLEVUE, WA 98006
",
K17-096554,A519517,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1667612,LOST,Tessa,Dog,,Female,Beagle,Unknown,01/27/2017 12:00:00 AM,Date Lost,3000 175ST SE,LYNWOOD,WA,98037,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1667612,Image Copyright HLP Inc. 2017,"3000 175ST SE
LYNWOOD, WA 98037
",
